AFFGEOID,County Name,Total Pop,Total Pop Under 18,Pct_Below_Poverty,Pct_Below_Poverty_U18,Pct_Below_Poverty_65Over,Pct_Below_Poverty_Male,Pct_Below_Poverty_Female
0500000US34037,"Sussex County, New Jersey",144561,27710,6.1,10,5.8,5.1,7.1
0500000US34039,"Union County, New Jersey",564478,130170,9.5,13.3,10.3,8.2,10.8
0500000US34041,"Warren County, New Jersey",109406,20539,6,9.4,7.7,6.1,6
0500000US35001,"Bernalillo County, New Mexico",663280,133739,14.2,17.6,11.8,13.1,15.3
0500000US35013,"Doña Ana County, New Mexico",217015,49959,24.5,35.6,11.4,23.4,25.5
0500000US35025,"Lea County, New Mexico",70056,20659,20.4,30.9,6.2,15.7,25.3
0500000US35031,"McKinley County, New Mexico",69029,18687,33.5,46.2,20,32.7,34.3
0500000US35035,"Otero County, New Mexico",64746,14441,19.9,33,14.7,16.7,22.8
0500000US35043,"Sandoval County, New Mexico",152990,32568,10.1,12.8,10.4,8.7,11.4
0500000US35045,"San Juan County, New Mexico",119147,30351,24.1,32.5,14.9,23.5,24.6
0500000US35049,"Santa Fe County, New Mexico",153502,24890,11.8,15.7,8.4,12,11.5
0500000US35061,"Valencia County, New Mexico",76662,17071,21.6,28.6,21,19.9,23.2
0500000US36001,"Albany County, New York",299979,54762,14.8,17.4,10,15.8,13.8
0500000US36005,"Bronx County, New York",1354229,327954,27.7,35.6,27.1,26.1,29.1
0500000US36007,"Broome County, New York",185399,36459,20.8,32.4,11.7,20,21.7
0500000US36009,"Cattaraugus County, New York",74042,15493,16.9,20.8,12.7,18,15.8
0500000US36011,"Cayuga County, New York",71969,13790,13.3,19.6,12.5,12,14.6
0500000US36013,"Chautauqua County, New York",121709,24497,18.5,30.3,10.1,15.5,21.4
0500000US36015,"Chemung County, New York",78006,16189,15.8,23,11.8,15.2,16.4
0500000US36019,"Clinton County, New York",73163,13201,13.9,12.4,9,12.1,15.6
0500000US36027,"Dutchess County, New York",281548,52774,9,7.6,6.8,9.6,8.4
0500000US36029,"Erie County, New York",926465,186224,13.2,16.3,10.6,13,13.4
0500000US36045,"Jefferson County, New York",111212,26889,14.2,17.7,13.6,13.3,15.1
0500000US36047,"Kings County, New York",2561102,561962,19.8,27.7,21,18.9,20.7
0500000US36053,"Madison County, New York",61228,11908,10.5,16.8,7.3,9.7,11.3
0500000US36055,"Monroe County, New York",727204,148221,14,19.8,10.6,12.6,15.3
0500000US36059,"Nassau County, New York",1364712,287827,5.3,6.2,6.2,4.8,5.8
0500000US36061,"New York County, New York",1545516,220581,17.3,21.6,19.1,16.4,18.2
0500000US36063,"Niagara County, New York",207079,40141,15.1,24.2,10.9,12.5,17.6
0500000US36065,"Oneida County, New York",217173,48049,16.3,22,10.3,15.2,17.3
0500000US36067,"Onondaga County, New York",446387,95740,13.8,19.4,11.4,11,16.5
0500000US36069,"Ontario County, New York",107998,19958,10.2,16.5,7.5,7.7,12.7
0500000US36071,"Orange County, New York",397297,101532,15.5,24.1,10.5,14.9,16
0500000US36075,"Oswego County, New York",113672,23365,18.6,28.9,9.4,16.4,20.9
0500000US36079,"Putnam County, New York",96610,18139,6.5,2.8,10.8,4.3,8.7
0500000US36081,"Queens County, New York",2252013,432295,13,16,16,11.7,14.3
0500000US36083,"Rensselaer County, New York",152477,28986,11.5,15.3,8.7,10.4,12.6
0500000US36085,"Richmond County, New York",485177,103025,11,14.1,12.3,9.9,12.2
0500000US36087,"Rockland County, New York",333726,97673,15.1,24.9,6.7,15.3,14.9
0500000US36089,"St. Lawrence County, New York",97858,20466,18.3,27.5,12.3,19.2,17.4
0500000US36091,"Saratoga County, New York",235243,44203,6.3,7.1,8.6,6.3,6.4
0500000US36093,"Schenectady County, New York",156014,33551,11.3,12.5,9,11.4,11.1
0500000US36101,"Steuben County, New York",91293,19290,12.6,16.3,13.1,10.9,14.3
0500000US36103,"Suffolk County, New York",1497833,300170,6.5,6.2,6.9,5.6,7.4
0500000US36105,"Sullivan County, New York",77196,16160,16.4,26.9,9.6,15.8,17.1
0500000US36109,"Tompkins County, New York",89879,13171,16.7,9.7,6.1,15.9,17.5
0500000US36111,"Ulster County, New York",174214,28721,17.7,21.3,11.3,16.9,18.4
0500000US36113,"Warren County, New York",64773,11061,9.6,10.9,9.2,9,10.3
0500000US36117,"Wayne County, New York",90554,18608,11.9,14.1,9.2,14.8,8.9
0500000US36119,"Westchester County, New York",968154,204276,9.3,10.6,10.3,8.4,10
0500000US37001,"Alamance County, North Carolina",170596,37875,12.6,12.5,8.5,12.1,13.1
0500000US37019,"Brunswick County, North Carolina",151531,20511,6.9,8.6,7,6.4,7.4
0500000US37021,"Buncombe County, North Carolina",267164,47178,12.4,14.4,10.2,11.5,13.2
0500000US37023,"Burke County, North Carolina",85558,15302,10.7,12.8,10.5,11.3,10.1
0500000US37025,"Cabarrus County, North Carolina",233810,57724,7.5,8.5,7.3,5.3,9.7
0500000US37027,"Caldwell County, North Carolina",79762,15851,18.2,29.7,11.2,16.1,20.3
0500000US37031,"Carteret County, North Carolina",68291,11353,13,17.7,10.5,10.9,14.9
0500000US37035,"Catawba County, North Carolina",160870,34445,12.6,17.1,10.1,13.1,12.1
0500000US37037,"Chatham County, North Carolina",79172,14943,9.4,10,8.8,10.3,8.7
0500000US37045,"Cleveland County, North Carolina",98430,21858,16.8,26.2,14.1,16.6,17.1
0500000US37049,"Craven County, North Carolina",97135,21522,14.3,18.9,12.2,12.2,16.4
0500000US37051,"Cumberland County, North Carolina",319263,82916,16,21.1,13.7,14,17.8
0500000US37057,"Davidson County, North Carolina",171051,36784,12.3,14.8,10.7,10.1,14.4
0500000US37063,"Durham County, North Carolina",320498,63645,10.5,16.9,6.1,9.6,11.2
0500000US37067,"Forsyth County, North Carolina",378350,86269,15.1,23.5,10.9,14,16.1
0500000US37069,"Franklin County, North Carolina",73109,15816,8.8,11.5,12.6,6.8,10.6
0500000US37071,"Gaston County, North Carolina",231247,51397,11,14.5,10.1,10.5,11.5
0500000US37081,"Guilford County, North Carolina",520700,116959,17,22.4,12.4,15,18.9
0500000US37085,"Harnett County, North Carolina",135720,34582,13.2,16.3,11.7,12.6,13.9
0500000US37089,"Henderson County, North Carolina",116569,20887,13.9,19,9.9,11.8,15.8
0500000US37097,"Iredell County, North Carolina",193520,42580,9.4,11.2,8.1,8.4,10.4
0500000US37101,"Johnston County, North Carolina",232459,56573,9.6,14,7.9,7.2,11.8
0500000US37105,"Lee County, North Carolina",64601,15492,18.2,31.9,10.2,14,22.4
0500000US37109,"Lincoln County, North Carolina",92147,18847,7.9,7.6,10.1,8.8,7
0500000US37119,"Mecklenburg County, North Carolina",1127947,253439,10.2,14.2,9.2,9.1,11.3
0500000US37125,"Moore County, North Carolina",104547,22489,8.9,11.6,7,6.8,10.9
0500000US37127,"Nash County, North Carolina",93965,20647,12.4,18.3,15.2,11.5,13.2
0500000US37129,"New Hanover County, North Carolina",230560,40689,11.6,15.6,10.6,10.4,12.6
0500000US37133,"Onslow County, North Carolina",185609,50480,11.5,15.8,11.1,8.5,14.5
0500000US37135,"Orange County, North Carolina",139518,27422,14,13.6,5.7,10.1,17.4
0500000US37141,"Pender County, North Carolina",64398,14121,8.4,10.1,7.6,9.1,7.7
0500000US37147,"Pitt County, North Carolina",168487,36468,20.1,23.2,14.8,17.6,22.4
0500000US37151,"Randolph County, North Carolina",143757,31006,15.2,17.4,15.1,13.8,16.5
0500000US37155,"Robeson County, North Carolina",112973,29034,26.5,35.7,21,25.6,27.3
0500000US37157,"Rockingham County, North Carolina",90338,17568,18.1,24.8,14.8,15,21.2
0500000US37159,"Rowan County, North Carolina",145123,31292,15.6,28.8,11.4,14,17.2
0500000US37171,"Surry County, North Carolina",70224,14723,19.4,28.4,13.1,18.2,20.6
0500000US37179,"Union County, North Carolina",246302,62561,6.6,8.4,6.8,5.2,7.9
0500000US37183,"Wake County, North Carolina",1151170,263131,7.5,8.1,8.5,6.9,8.1
0500000US37191,"Wayne County, North Carolina",114356,27085,18.9,29.7,11.6,15.5,22.1
0500000US37193,"Wilkes County, North Carolina",64900,13051,22.5,42.1,16.1,22,23.1
0500000US37195,"Wilson County, North Carolina",77320,17516,21.2,36.1,16.4,20.9,21.5
0500000US38015,"Burleigh County, North Dakota",95319,23152,11.1,12,10.9,10.2,11.9
0500000US38017,"Cass County, North Dakota",186228,41820,13,17.8,6.8,11,15.3
0500000US38035,"Grand Forks County, North Dakota",67539,14023,14,7.4,12.5,15.1,12.8
0500000US38101,"Ward County, North Dakota",67084,16459,8.7,5.4,6.5,5.3,12.4
0500000US39003,"Allen County, Ohio",97756,22419,11.7,13.5,10.3,11,12.3
0500000US39007,"Ashtabula County, Ohio",93792,20899,17.8,22,11.8,18.2,17.3
0500000US39013,"Belmont County, Ohio",62072,12317,18.2,26.6,9.1,16.1,20.2
0500000US39017,"Butler County, Ohio",376949,88609,11.7,14.3,6.1,9.8,13.7
0500000US39023,"Clark County, Ohio",131368,28123,15.2,20.5,11.2,14.6,15.7
0500000US39025,"Clermont County, Ohio",208316,45443,8.8,11,6.2,7.4,10.2
0500000US39029,"Columbiana County, Ohio",97216,20084,15.7,24.1,11.3,12,19.4
0500000US39035,"Cuyahoga County, Ohio",1212229,248743,16.4,24,12.5,15.8,16.9
0500000US39041,"Delaware County, Ohio",223612,54552,5.1,6.9,4.7,4.1,6.1
0500000US39043,"Erie County, Ohio",73089,13830,10.8,10.3,14,7.6,13.9
0500000US39045,"Fairfield County, Ohio",157898,36587,8.8,9.9,10.1,7.3,10.4
0500000US39049,"Franklin County, Ohio",1293222,299099,15.1,21.3,9.3,14,16.1
0500000US39055,"Geauga County, Ohio",94626,21199,6.5,7,10.2,5,8.1
0500000US39057,"Greene County, Ohio",161590,33545,8.9,8.6,5.6,7.9,9.9
0500000US39061,"Hamilton County, Ohio",806886,184634,15.3,17.6,10.8,13.3,17.3
0500000US39063,"Hancock County, Ohio",73207,16078,6.7,8.7,5.5,3.9,9.6
0500000US39085,"Lake County, Ohio",228517,43237,9,11.3,8.4,7.9,10.2
0500000US39089,"Licking County, Ohio",177891,40726,10.2,9.9,11,7.8,12.6
0500000US39093,"Lorain County, Ohio",307794,66516,12.9,21,12.5,10.5,15.3
0500000US39095,"Lucas County, Ohio",418165,94840,17.8,23.3,12.5,15.9,19.5
0500000US39099,"Mahoning County, Ohio",220058,44830,19.4,29.2,15.1,19.1,19.7
0500000US39101,"Marion County, Ohio",59359,13654,18,26,8.9,16.1,19.8
0500000US39103,"Medina County, Ohio",182257,38711,6.7,6.8,7.8,5.7,7.7
0500000US39109,"Miami County, Ohio",108906,24550,11,18.6,9,9.9,12.2
0500000US39113,"Montgomery County, Ohio",517927,115707,14.1,19.8,11.4,12.5,15.5
0500000US39119,"Muskingum County, Ohio",83930,18621,12.6,10.5,17.5,10.1,15
0500000US39133,"Portage County, Ohio",154994,27964,12.9,11.1,5.6,14.4,11.4
0500000US39139,"Richland County, Ohio",117911,26057,15.2,21,12.1,13.3,17
0500000US39141,"Ross County, Ohio",71597,16061,11.4,15.9,8.6,9.8,12.9
0500000US39145,"Scioto County, Ohio",69068,15262,22.5,29.5,13.5,21.2,23.9
0500000US39151,"Stark County, Ohio",365159,78270,13.1,19.3,7.8,11.2,14.8
0500000US39153,"Summit County, Ohio",527344,108440,12.3,17.1,7.7,10.5,14.1
0500000US39155,"Trumbull County, Ohio",197128,40628,16.4,28.9,11.2,14.2,18.6
0500000US39157,"Tuscarawas County, Ohio",90742,20393,11.3,11.8,10.8,8.9,13.8
0500000US39159,"Union County, Ohio",65289,15608,4.6,2.5,6,3,6.2
0500000US39165,"Warren County, Ohio",244691,58241,5.3,5.6,7.5,4.3,6.2
0500000US39169,"Wayne County, Ohio",112074,26897,9.8,11.9,11.5,8.8,10.8
0500000US39173,"Wood County, Ohio",124977,25625,13.7,9,8.8,12.8,14.6
0500000US40017,"Canadian County, Oklahoma",166210,42248,9,9.9,10.8,8.9,9
0500000US40027,"Cleveland County, Oklahoma",287500,59402,13.7,13,6.8,12.7,14.7
0500000US40031,"Comanche County, Oklahoma",113915,28987,15.1,16.6,11,15.1,15.1
0500000US40037,"Creek County, Oklahoma",71482,16165,14.6,17.7,13.1,13.4,15.8
0500000US40101,"Muskogee County, Oklahoma",62270,15849,18.8,24.4,15.5,14.4,22.9
0500000US40109,"Oklahoma County, Oklahoma",786936,196641,16.1,21.4,10.3,14.6,17.5
0500000US40119,"Payne County, Oklahoma",73122,14696,20.2,18.2,13.1,20,20.4
0500000US40125,"Pottawatomie County, Oklahoma",69817,16702,20.2,23,14.2,17.8,22.5
0500000US40131,"Rogers County, Oklahoma",96821,22131,10.7,15.1,6.8,10,11.3
0500000US40143,"Tulsa County, Oklahoma",664355,164238,15.6,21.2,9.9,14,17.2
0500000US40145,"Wagoner County, Oklahoma",86190,19899,8.7,12.1,6,7.4,10
0500000US41003,"Benton County, Oregon",91418,14633,20.7,15.4,8.1,20.5,20.9
0500000US41005,"Clackamas County, Oregon",419910,85800,8.2,9.9,8.6,7,9.4
0500000US41017,"Deschutes County, Oregon",205143,37797,10.4,17.8,6.5,8.8,11.9
0500000US41019,"Douglas County, Oregon",110939,20544,17.7,20.4,10.4,19.1,16.3
0500000US41029,"Jackson County, Oregon",218853,44323,12,11.1,7.2,10.3,13.7
0500000US41033,"Josephine County, Oregon",86559,15726,19,19,12.8,18.7,19.4
0500000US41035,"Klamath County, Oregon",68936,14453,14.5,13,12.4,14.8,14.1
0500000US41039,"Lane County, Oregon",372569,62685,15.3,14.8,9.7,13.8,16.7
0500000US41043,"Linn County, Oregon",129330,28132,13.2,17.8,9,12.6,13.8
0500000US41047,"Marion County, Oregon",337149,79209,13.7,17,9.6,12.1,15.2
0500000US41051,"Multnomah County, Oregon",781288,135677,12.1,12.6,13.4,11.4,12.8
0500000US41053,"Polk County, Oregon",87800,19047,15.4,19.3,14.6,14.3,16.4
0500000US41059,"Umatilla County, Oregon",76274,19356,8.8,9.8,10.4,8.2,9.5
0500000US41067,"Washington County, Oregon",596326,127127,7.4,8.9,8.1,5.6,9.1
0500000US41071,"Yamhill County, Oregon",103604,22487,11.1,18.8,5.7,10.3,12
0500000US42001,"Adams County, Pennsylvania",101539,19608,8.4,8.8,7.5,5.4,11.3
0500000US42003,"Allegheny County, Pennsylvania",1196305,222308,11.4,14.6,9.8,10.3,12.5
0500000US42005,"Armstrong County, Pennsylvania",64073,12077,12.2,13,13.8,10.8,13.7
0500000US42007,"Beaver County, Pennsylvania",162855,30790,9.7,12.9,6.4,8.6,10.8
0500000US42011,"Berks County, Pennsylvania",418176,91638,10.9,14.3,10.4,9.6,12.1
0500000US42013,"Blair County, Pennsylvania",116871,23359,12.8,15.8,10.4,11.2,14.4
0500000US42017,"Bucks County, Pennsylvania",637506,125873,5.7,7.1,6.4,4.5,6.8
0500000US42019,"Butler County, Pennsylvania",192187,36908,8.9,7.6,8.3,7.7,10.1
0500000US42021,"Cambria County, Pennsylvania",125761,24518,16.8,23.6,13.1,14.1,19.5
0500000US42025,"Carbon County, Pennsylvania",64753,12333,8.7,11.6,9.9,7.7,9.7
0500000US42027,"Centre County, Pennsylvania",136543,21969,17.2,9.7,6.9,17.3,17.1
0500000US42029,"Chester County, Pennsylvania",531909,117914,5.3,6.5,7,4.1,6.5
0500000US42033,"Clearfield County, Pennsylvania",74054,14170,10.2,11.4,12.7,8.9,11.6
0500000US42039,"Crawford County, Pennsylvania",78104,16254,13.8,16.9,9.5,11.7,15.9
0500000US42041,"Cumberland County, Pennsylvania",254956,53981,7.8,9.2,6,6.8,8.7
0500000US42043,"Dauphin County, Pennsylvania",284647,63516,12.5,13.9,9.6,10.5,14.4
0500000US42045,"Delaware County, Pennsylvania",553271,122902,9.7,13.2,9.7,7.9,11.4
0500000US42049,"Erie County, Pennsylvania",254668,54487,15.1,18.9,11,13.8,16.5
0500000US42051,"Fayette County, Pennsylvania",122345,23701,17.3,22.6,14.1,16.6,18
0500000US42055,"Franklin County, Pennsylvania",154904,33250,7.5,10.3,6.8,7.8,7.2
0500000US42063,"Indiana County, Pennsylvania",77461,14429,12.6,14.9,8.2,11.6,13.6
0500000US42069,"Lackawanna County, Pennsylvania",208092,43482,13.2,16.5,14.2,11.1,15.2
0500000US42071,"Lancaster County, Pennsylvania",540987,125964,8.9,11.7,8.7,7.8,10
0500000US42073,"Lawrence County, Pennsylvania",82591,16550,12.2,14.4,9,9.5,14.7
0500000US42075,"Lebanon County, Pennsylvania",139935,31938,12.9,16.8,13.2,11.6,14.1
0500000US42077,"Lehigh County, Pennsylvania",367756,83206,11.5,16.7,8.2,10.7,12.4
0500000US42079,"Luzerne County, Pennsylvania",314459,63392,15.6,23.1,10.8,13.3,17.9
0500000US42081,"Lycoming County, Pennsylvania",107271,22578,11.3,14.4,9.7,9.5,13.1
0500000US42085,"Mercer County, Pennsylvania",101721,19069,12,17,8.2,10.8,13.1
0500000US42089,"Monroe County, Pennsylvania",163391,31194,13.1,17.2,9.6,10.2,16
0500000US42091,"Montgomery County, Pennsylvania",844379,180033,6.7,7.8,6.4,5.9,7.4
0500000US42095,"Northampton County, Pennsylvania",305103,59560,11,17.3,8.5,9.4,12.6
0500000US42097,"Northumberland County, Pennsylvania",85351,16350,14.5,17.7,13.5,12.4,16.6
0500000US42101,"Philadelphia County, Pennsylvania",1519441,322636,21.7,28.8,20.1,21,22.3
0500000US42107,"Schuylkill County, Pennsylvania",135105,27654,11.8,16,10.6,11.8,11.7
0500000US42111,"Somerset County, Pennsylvania",68643,13394,14.3,17,13.4,13.4,15.2
0500000US42125,"Washington County, Pennsylvania",205298,40463,12.1,14.6,10.4,10.7,13.4
0500000US42129,"Westmoreland County, Pennsylvania",345979,62381,9.6,13.5,7.1,8.5,10.8
0500000US42133,"York County, Pennsylvania",452631,97761,9.2,11.6,8.7,8.7,9.6
0500000US44003,"Kent County, Rhode Island",169368,30263,6.5,7,6.5,6.8,6.2
0500000US44005,"Newport County, Rhode Island",81099,13179,6.2,2.4,9.2,6.9,5.4
0500000US44007,"Providence County, Rhode Island",631070,128752,14,16,17.3,12.4,15.6
0500000US44009,"Washington County, Rhode Island",123696,19531,5.4,2,5.8,5.1,5.7
0500000US45003,"Aiken County, South Carolina",171947,36187,18.1,27.3,15.2,16.3,19.8
0500000US45007,"Anderson County, South Carolina",206203,46557,16,24.1,11.8,14.3,17.6
0500000US45013,"Beaufort County, South Carolina",187649,33479,9.8,22.2,5.5,9.1,10.5
0500000US45015,"Berkeley County, South Carolina",237761,54460,7.8,9,9.6,6.7,8.8
0500000US45019,"Charleston County, South Carolina",410059,79448,11.2,13.1,8,9.6,12.8
0500000US45035,"Dorchester County, South Carolina",162878,38070,11.3,16.9,8.1,10,12.6
0500000US45041,"Florence County, South Carolina",133962,31884,21.2,30.8,18.2,20.5,21.8
0500000US45045,"Greenville County, South Carolina",535223,121812,9.6,12.3,9.6,8.5,10.7
0500000US45047,"Greenwood County, South Carolina",65589,15019,20,28.6,11,19.4,20.6
0500000US45051,"Horry County, South Carolina",375151,62256,12.6,21.7,7.8,12,13
0500000US45055,"Kershaw County, South Carolina",67005,14708,11.5,13.9,9.2,7.4,15.4
0500000US45057,"Lancaster County, South Carolina",102805,22219,10.2,9.9,6,8.7,11.5
0500000US45059,"Laurens County, South Carolina",65999,13666,18.2,30.5,9.7,14.4,21.9
0500000US45063,"Lexington County, South Carolina",302359,68255,11,16,8.8,9,12.8
0500000US45073,"Oconee County, South Carolina",79599,14808,20.3,26.6,7.7,22.2,18.3
0500000US45075,"Orangeburg County, South Carolina",79740,17738,24.6,30.5,18.7,22.5,26.4
0500000US45077,"Pickens County, South Carolina",124870,23984,16.3,14.5,7.6,17.1,15.5
0500000US45079,"Richland County, South Carolina",397922,88595,16.1,18.8,9.1,15.7,16.5
0500000US45083,"Spartanburg County, South Carolina",337193,77811,14.8,21.7,13.3,13,16.5
0500000US45085,"Sumter County, South Carolina",100958,23754,10.7,8.5,14.6,9.2,12.1
0500000US45091,"York County, South Carolina",290148,67941,7.8,10.1,8.3,6.2,9.2
0500000US46083,"Lincoln County, South Dakota",70045,18423,9.8,17.4,6,8.7,11
0500000US46099,"Minnehaha County, South Dakota",199911,50524,8.3,10.2,9,7.3,9.2
0500000US46103,"Pennington County, South Dakota",110421,24511,14.9,20.8,12.5,12.6,17.2
0500000US47001,"Anderson County, Tennessee",77869,16400,12.5,10.7,9.8,11.8,13.3
0500000US47009,"Blount County, Tennessee",137839,27016,9.1,9.4,11.6,7.6,10.6
0500000US47011,"Bradley County, Tennessee",107718,23339,13,18.1,8.4,10.8,15.1
0500000US47037,"Davidson County, Tennessee",687236,137918,14,22.1,10.5,11.9,15.9
0500000US47059,"Greene County, Tennessee",69213,12686,18.4,28.1,11.5,18,18.8
0500000US47063,"Hamblen County, Tennessee",64479,14312,14.8,16,6.9,14.2,15.4
0500000US47065,"Hamilton County, Tennessee",366846,76237,11.3,17.1,8.3,10.2,12.3
0500000US47093,"Knox County, Tennessee",481152,100714,11.5,10.5,11.8,10.4,12.5
0500000US47113,"Madison County, Tennessee",95676,21643,13.3,15.2,8.4,12.8,13.9
0500000US47119,"Maury County, Tennessee",106699,23783,10.4,15.9,9.7,10.5,10.3
0500000US47125,"Montgomery County, Tennessee",229628,61125,11.5,16,6.8,9.7,13.3
0500000US47141,"Putnam County, Tennessee",78974,16876,22.5,30.9,22.1,20.6,24.3
0500000US47147,"Robertson County, Tennessee",74581,17516,7.2,10.5,4.9,6,8.4
0500000US47149,"Rutherford County, Tennessee",355800,86304,9.6,11.2,9.6,9.4,9.9
0500000US47155,"Sevier County, Tennessee",97563,19096,11.2,15.1,7.8,10.7,11.6
0500000US47157,"Shelby County, Tennessee",899794,225052,16.5,23.7,12.8,15,17.9
0500000US47163,"Sullivan County, Tennessee",158535,29863,15.6,27.8,10.3,13.6,17.6
0500000US47165,"Sumner County, Tennessee",202308,46212,6.4,5.1,10.7,6.5,6.2
0500000US47179,"Washington County, Tennessee",131215,23953,14.2,18.2,12.5,12.1,16.3
0500000US47187,"Williamson County, Tennessee",259856,66469,3.8,3.4,4.6,3.6,4.1
0500000US47189,"Wilson County, Tennessee",156772,36363,7.1,9.2,6.1,4.6,9.5
0500000US48005,"Angelina County, Texas",83985,21121,14.9,18.8,9.7,15,14.8
0500000US48021,"Bastrop County, Texas",103359,26669,13.4,19.2,12.9,12.7,14.1
0500000US48027,"Bell County, Texas",379013,104493,14.7,20.9,9,12.1,17.2
0500000US48029,"Bexar County, Texas",2019161,497909,15.7,22.3,12.9,13.9,17.4
0500000US48037,"Bowie County, Texas",86912,21453,19.1,26.6,19.6,16.5,21.4
0500000US48039,"Brazoria County, Texas",375396,98584,9.8,12.3,12.6,8.5,11.1
0500000US48041,"Brazos County, Texas",221551,47314,22.9,17.3,12.4,20.7,25
0500000US48061,"Cameron County, Texas",421455,120037,22.3,29.9,23.5,20.5,24
0500000US48085,"Collin County, Texas",1148829,281641,4.6,4.1,6.4,4,5.2
0500000US48091,"Comal County, Texas",182801,39697,6.9,6.6,6.6,6,7.8
0500000US48099,"Coryell County, Texas",67199,17460,10.4,13.9,8.9,10.3,10.4
0500000US48113,"Dallas County, Texas",2572288,643066,14.2,20.4,12.5,11.9,16.4
0500000US48121,"Denton County, Texas",966712,225351,8.2,9.3,6.5,7.2,9.1
0500000US48135,"Ector County, Texas",158275,46173,17.3,24.9,19,12.7,22.1
0500000US48139,"Ellis County, Texas",209348,54571,9.2,14.1,7.7,8.6,9.7
0500000US48141,"El Paso County, Texas",854698,222315,21.3,30.1,22.7,18,24.5
0500000US48157,"Fort Bend County, Texas",882008,233447,8,9.8,8.5,6.9,9.1
0500000US48167,"Galveston County, Texas",351677,82742,13.8,14.8,16.4,12.7,14.8
0500000US48181,"Grayson County, Texas",140596,33775,10.1,9.9,13.6,10.5,9.7
0500000US48183,"Gregg County, Texas",121882,31846,16.3,23.6,13.3,13.8,18.7
0500000US48187,"Guadalupe County, Texas",180687,43065,10.3,15.9,9.3,8.1,12.5
0500000US48201,"Harris County, Texas",4739328,1221182,16.5,25.2,13.8,14.7,18.3
0500000US48203,"Harrison County, Texas",67962,16509,14.8,25.4,8.8,12.7,16.7
0500000US48209,"Hays County, Texas",261259,59364,10.3,3.9,5.1,8.5,12.2
0500000US48213,"Henderson County, Texas",83096,17692,10.5,12.8,9.8,10.9,10.1
0500000US48215,"Hidalgo County, Texas",881676,273109,27.6,38.1,22,25.8,29.4
0500000US48221,"Hood County, Texas",65589,13474,10.4,7.2,8.9,9.9,10.8
0500000US48231,"Hunt County, Texas",104709,25638,12.8,17.3,8.5,13.3,12.3
0500000US48245,"Jefferson County, Texas",235655,60232,18.6,23.1,12.3,16.9,20.4
0500000US48251,"Johnson County, Texas",192783,49693,9.9,12.3,7.4,9.3,10.5
0500000US48257,"Kaufman County, Texas",170832,48559,7.4,10.5,5.9,7,7.8
0500000US48291,"Liberty County, Texas",96765,29879,25.9,35.2,8.4,28.1,23.7
0500000US48303,"Lubbock County, Texas",305069,73756,17.7,17.5,12.8,17.2,18.2
0500000US48309,"McLennan County, Texas",258557,62600,15.8,19.2,10.3,14.4,17.2
0500000US48329,"Midland County, Texas",170651,49734,12.6,14.5,7.9,12.5,12.6
0500000US48339,"Montgomery County, Texas",673877,171694,8.3,10.2,8.5,6.9,9.7
0500000US48355,"Nueces County, Texas",345336,83404,17,25.9,14.5,15.6,18.3
0500000US48361,"Orange County, Texas",84273,21306,12.6,13.8,8.3,12.6,12.6
0500000US48367,"Parker County, Texas",163787,39721,7.4,11.1,6.5,6.1,8.7
0500000US48375,"Potter County, Texas",110242,30407,18.9,30,17.2,15.3,22.5
0500000US48381,"Randall County, Texas",142861,34057,8.2,5.1,8.2,6.9,9.4
0500000US48397,"Rockwall County, Texas",122043,31848,4,4.6,9.1,4.3,3.8
0500000US48409,"San Patricio County, Texas",69229,18001,18,25.1,17,18,18.1
0500000US48423,"Smith County, Texas",235078,56153,10.8,14.6,7.8,11.8,9.9
0500000US48427,"Starr County, Texas",65295,21164,34.9,40.8,39.8,32.5,37.1
0500000US48439,"Tarrant County, Texas",2121271,536694,10.6,14,10.4,9.5,11.6
0500000US48441,"Taylor County, Texas",139414,34444,17.2,21.2,17.5,15.7,18.6
0500000US48451,"Tom Green County, Texas",115151,28008,11.6,11.4,10.2,9.8,13.4
0500000US48453,"Travis County, Texas",1306520,261290,10.1,11.6,8.6,9.5,10.7
0500000US48469,"Victoria County, Texas",90030,22258,16,13.1,10.4,12.9,19.2
0500000US48471,"Walker County, Texas",61157,11261,17.3,15,10.1,13.1,22.5
0500000US48479,"Webb County, Texas",263549,80763,20.1,25.6,25.7,18,22.1
0500000US48485,"Wichita County, Texas",118080,28750,15,20.9,15.1,14,16.1
0500000US48491,"Williamson County, Texas",666321,158923,6.6,6.8,7.2,6,7.2
0500000US48497,"Wise County, Texas",73369,17724,6.3,3.2,8.9,5.4,7.1
0500000US49005,"Cache County, Utah",136118,39867,13.6,12,6.1,11.4,15.7
0500000US49011,"Davis County, Utah",367354,110416,6.5,8,6.2,5.6,7.5
0500000US49035,"Salt Lake County, Utah",1170792,292836,7.4,7.7,7.5,6.6,8.3
0500000US49045,"Tooele County, Utah",79246,24216,6.6,7.2,10.4,5.2,8
0500000US49049,"Utah County, Utah",688308,217711,7.9,5.2,6.5,7,8.8
0500000US49053,"Washington County, Utah",195237,47118,10.3,16.9,6.4,11,9.7
0500000US49057,"Weber County, Utah",266376,70312,7.8,10.7,8.3,7.5,8.1
0500000US50007,"Chittenden County, Vermont",158877,28550,11.3,12.9,8.2,9.8,12.8
0500000US51003,"Albemarle County, Virginia",107119,21093,9,9.5,4.4,8.6,9.4
