close,open
1750.5,20.79
1748.7,20.79
1781.1000000000001,22.4
1785.6000000000001,22.67
1794.6000000000001,23.15
1799.1000000000001,23.35
1808.1000000000001,23.89
1809.8999999999999,23.99
1812.6000000000001,24.02
1811.7,24.01
1832.3999999999999,25.14
1841.3999999999999,26.57
1885.5,28.49
1877.3999999999999,27.76
1896.3,29.04
1907.1000000000001,29.88
1909.8,30.06
