UID,ENG COMP Placement,Course Preference,Post-AWPE Survey,H/L/A,Unweighted GPA
606109741,3,2,35,L,3.76
506139437,3,2,35,L,3.88
106141376,3,2,35,L,4
306096943,3,2,35,L,3.9
6219417,3,2,35,L,4
606280162,3,2,35,L,3.67
306196462,3,2,35,L,4
106208772,3,2,35,L,3.96
906137605,3,2,35,L,3.8
106249145,3,5,35,L,3.88
506249370,3,1,36,L,3.96
506139611,3,2,36,L,3.66
306200807,3,2,36,L,3.87
206208187,3,2,36,L,3.68
406319957,3,2,36,L,3.07
206237415,3,2,36,L,3.67
406187443,3,2,36,L,3.95
506263785,3,2,36,L,4
806197751,3,2,36,L,3.85
806255977,3,2,36,L,4
406190817,3,2,36,L,3.8
606150641,3,1,36,L,3.59
606235061,3,1,36,L,3.9
606186923,3,2,36,L,3.65
206148075,3,2,36,L,3.83
6117348,3,2,36,L,4
6246939,3,2,36,L,3.92
706253064,3,2,36,L,3.9
406243745,3,2,36,L,4
206189872,3,1,37,L,4
606213554,3,1,37,L,3.77
806204332,3,2,37,L,4
206219831,3,2,37,L,3.5
406142421,3,2,37,L,3.92
206198659,3,2,37,L,4
706220549,3,2,37,L,4
305867792,3,2,37,L,3.75
506214120,3,2,37,L,3.86
906151125,3,2,37,L,4
406173403,3,2,37,L,3.69
506215775,3,2,37,L,4
506275991,3,1,37,L,3.61
306157936,3,1,37,L,3.85
6126084,3,2,37,L,3.58
506158893,3,2,37,L,4
506158505,3,2,37,L,4
506213352,3,2,37,L,4
706208057,3,1,38,L,4
606222879,3,1,38,L,3.61
6147270,3,2,38,L,4
306216950,3,2,38,L,3.69
206126035,3,2,38,L,4
606207893,3,2,38,L,4
806247770,3,2,38,L,4
406256771,3,2,38,L,3.96
806127876,3,2,38,L,4
806248171,3,2,38,L,3.95
206217728,3,2,38,L,3.91
406151463,3,2,38,L,4
106189764,3,2,38,L,3.85
706221657,3,2,38,L,4
6240211,3,2,38,L,4
106215254,3,2,38,L,3.8
6147703,3,2,38,L,4
106257277,3,2,38,L,3.83
406148461,3,2,38,L,4
406191039,3,2,38,L,4
6175866,3,2,38,L,4
6186214,3,2,38,L,4
706123416,3,2,38,L,4
306223984,3,2,39,L,4
606264628,3,2,39,L,3.71
406192171,3,2,39,L,4
406189418,3,2,39,L,4
706204790,3,2,39,L,3.65
606162272,3,2,39,L,4
406279126,3,2,39,L,4
106253712,3,2,39,L,3.9
906238505,3,2,39,L,3.97
706151541,3,2,39,L,3.89
706259551,3,1,39,L,4
406195476,3,2,39,L,4
806219668,3,2,39,L,3.88
106153963,3,2,39,L,4
606191905,3,2,39,L,4
406251622,3,2,39,L,4
406176703,3,2,39,L,3.92
406187117,3,2,39,L,3.81
706197469,3,2,39,L,3.9
606135146,3,5,39,L,3.67
606164011,3,2,40,L,4
806272712,3,2,40,L,3.9
806120318,3,2,40,L,3.73
506161999,3,2,40,L,4
806250300,3,2,40,L,4
306266817,3,2,40,L,4
6149882,3,2,40,L,4
6139406,3,2,40,L,3.81
906192507,3,2,40,L,3.95
306243500,3,2,40,L,3.95
206222857,3,2,40,L,0
6261982,3,2,40,L,3.92
206156065,3,2,40,L,4
206117682,3,1,40,L,4
806270954,3,2,40,L,3.72
206148301,3,2,40,L,3.8
606274137,3,2,40,L,3.79
6258611,3,2,40,L,3.91
806208504,3,2,40,L,4
606129305,3,2,40,L,4
206137468,3,2,40,L,4
106118408,3,4,40,L,4
606212724,3,4,40,L,3.87
306216592,3,2,41,L,4
6225159,3,2,41,L,3.45
906240527,3,2,41,L,3.95
806245988,3,2,41,L,3.79
406250707,3,2,41,L,4
306260405,3,2,41,L,3.82
206139245,3,2,41,L,3.95
606238248,3,2,41,L,4
406128707,3,2,41,L,3.94
506093175,3,2,41,L,4
706138818,3,2,41,L,3.86
6221849,3,2,41,L,4
106133625,3,5,41,L,0
406145368,3,2,42,L,3.8
106264715,3,2,42,L,4
706194456,3,2,42,L,4
5917703,3,2,42,L,3.15
906198000,3,2,42,L,4
206134634,3,2,42,L,3.7
706143787,3,2,42,L,3.96
606135226,3,2,42,L,4
306118921,3,2,42,L,4
506143378,3,2,42,L,4
6098953,3,5,42,L,4
406254932,3,1,43,L,4
106161736,3,2,43,L,3.87
606172978,3,2,43,L,3.84
206156555,3,2,43,L,3.85
806156213,3,2,43,L,4
906239897,3,2,43,L,4
206193416,3,2,43,L,4
106279825,3,2,43,L,3.96
206133564,3,2,43,L,3.23
906155430,3,2,43,L,3.38
506269508,3,2,43,L,3.9
506149592,3,2,43,L,3.82
406219750,3,2,43,L,3.68
706145654,3,2,43,L,3.72
506237744,3,2,43,L,3.9
106234832,3,5,43,L,4
6117857,3,2,44,L,3.68
406204089,3,2,44,L,4
406138853,3,2,44,L,4
906176116,3,2,44,L,3.96
506223860,3,2,44,L,4
606214233,3,2,44,L,3.73
206174917,3,2,44,L,3.93
306228571,3,2,44,L,3.9
906197449,3,2,44,L,4
506279970,3,2,45,L,3.6
6270670,3,2,45,L,3.88
606156860,3,2,45,L,3.95
506210061,3,1,45,L,3.82
206208248,3,2,45,L,3.92
706165717,3,2,45,L,4
606158840,3,5,45,L,4
406134162,3,5,45,L,0
406250651,3,2,46,L,3.8
805809988,3,2,46,L,4
806161672,3,2,46,L,4
606158369,3,1,46,L,3.84
6195794,3,1,46,L,4
706145442,3,2,46,L,3.96
5783355,3,2,46,L,3.63
606191793,3,2,47,L,4
806127174,3,2,48,L,3.89
806134914,3,NA,30,NA,3.92
206127252,3,NA,31,NA,3.69
106238260,3,NA,33,NA,3.6
906245445,3,NA,36,NA,4
506210396,3,NA,36,NA,4
806160371,3,NA,37,NA,4
506263403,3,NA,42,NA,3.92
306131300,3,-,44,NA,4
606261248,3,NA,44,NA,3.96
406209001,3,NA,NA,NA,3.86
406197767,3,NA,NA,NA,3.85
906241089,3,NA,NA,NA,3.81
906245600,1B,1,35,A,3.78
506156634,1B,3,29,H,4
206186519,1B,5,32,H,4
606097432,1B,5,33,H,3.95
806227220,1B,5,37,H,3.9
206222230,1B,2,39,H,4
606209774,1B,3,39,H,3.97
205868706,2i,5,37,A,3.95
806201951,2i,3,40,H,0
806096097,2i,3,38,H,0
406221809,2i,5,36,A,3.91
406261433,2i,5,40,A,0
706236036,2i,2,33,A,3.87
606186112,2i,2,40,A,4
906161233,2i,2,39,A,3.91
106293440,2i,2,37,A,0
806238488,2i,3,38,H,0
406153754,2i,3,34,H,3.62
306159092,2i,5,41,A,3.84
106201049,2i,3,37,H,3.97
906186177,2i,3,44,H,0
406241303,2i,3,35,H,4
6238623,2i,5,39,A,0
606190312,2i,NA,39,NA,4
506161466,2i,3,37,H,0
6203690,2i,2,36,A,3.68
